Name,Country,Region,DOB,Industry,IndustryType,Company,SelfMade,Type,Gender,Generation,CompanyAcquired
Simon Halabi,United Kingdom,Europe,1950,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Simonpietro Salini,Italy,Europe,1933,Constrution,Non-Traded Sectors,Salini Impregilo,inherited,inherited,male,inherited from father,new
Sit Kwong Lam,China,East Asia,1968,Energy,Resource Related,Shenzhen Brightoil Group,self-made,privatized and resources,male,Unknown,new
Sjamsul Nursalim,Indonesia,East Asia,1941,Consumer,Traded Sectors,Gajah Tunggal,Unknown,Unknown,male,Unknown,new
Socrates Kokkalis,Greece,Europe,Unknown,Technology-Computer,New Sectors,Intracom,self-made,privatized and resources,male,Unknown,neew
Soegiarto Adikoesoemo,Indonesia,East Asia,1939,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Soichiro Fukutake,Japan,East Asia,1946,Other,other,Benesse Corporation,inherited,inherited,male,inherited from father,new
Solomon Lew,Australia,North America,1945,"Retail, Restaurant",Non-Traded Sectors,Premier Investments,self-made,executive,male,Unknown,new
Song Weiping,China,East Asia,1959,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Song Zuowen,China,East Asia,1948,Money Management,Financial,Nanshan Group,self-made,privatized and resources,male,Unknown,new
Spiro Latsis,Greece,Europe,1947,Money Management,Financial,EFG International,inherited,inherited,male,inherited from father,new
Sri Prakash Lohia,Indonesia,East Asia,1953,Non-consumer industrial,Traded Sectors,Indorama Corporation,self-made,founder non-finance,male,Unknown,new
Srichand and Gopichand Hinduja,United Kingdom,Europe,1936,Money Management,Financial,Unknown,Unknown,Unknown,married couple,Unknown,Unknown
Stanley Druckenmiller,United States,North America,1954,Hedge funds,Financial,Duquesne Capital,self-made,self-made finance,male,Unknown,new
Stanley Ho,Hong Kong,East Asia,1922,Real Estate,Financial,Sociedade de Turismo e Divers?es de Macau,self-made,self-made finance,male,Unknown,new
Stanley Hubbard,United States,North America,1934,Media,Non-Traded Sectors,Hubbard Broadcasting Inc,self-made,executive,male,Unknown,new
Stanley Kroenke,United States,North America,1948,Other,other,Kroenke Sports Enterprises,self-made,founder non-finance,male,Unknown,new
Stanley Perron,Australia,North America,1923,Real Estate,Financial,Hancock Prospecting,self-made,self-made finance,male,Unknown,new
Stef Wertheimer,Israel,Middle East/North Africa,1926,Consumer,Traded Sectors,ISCAR,self-made,founder non-finance,male,Unknown,new
Stefan Olsson,Sweden,Europe,1949,Diversified financial,Financial,Stena Sphere,inherited,inherited,male,inherited from father,new
Stefan Persson,Sweden,Europe,1948,Consumer,Traded Sectors, H&M,inherited,inherited,male,inherited from father, new
Stefan Quandt,Germany,Europe,1966,Consumer,Traded Sectors,BMW,inherited,inherited,male,inherited from father,new
Stefan Reimann-Andersen,Germany,Europe,1964,Consumer,Traded Sectors,Benckiser,inherited,inherited,male,inherited from father,aquired
Stefan Schoerghuber,Germany,Europe,1962,Real Estate,Financial,Schorghuber Group,inherited,inherited,male,inherited from father,new
Stefan von Holtzbrinck,Germany,Europe,1964,Media,Non-Traded Sectors,Verlagsgruppe Holtzbrinck,inherited,inherited,male,inherited from father,new
Stefano Gabbana,Italy,Europe,1963,Consumer,Traded Sectors,Dolce & Gabbana,self-made,founder non-finance,male,Unknown,new
Stefano Pessina,Italy,Europe,1942,Technology-Medical,New Sectors,Alliance Boots,self-made,executive,male,Unknown,aquired
Stein Erik Hagen,Norway,Europe,1957,"Retail, Restaurant",Non-Traded Sectors,RIMI,self-made,founder non-finance,male,Unknown,new
Stelios Haji-Ioannou,Cyprus,Europe,1967,"Retail, Restaurant",Non-Traded Sectors,Easy Jet,self-made,founder non-finance,male,Unknown,new
Steno Marcegaglia,Italy,Europe,1931,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Stephan Schmidheiny,Switzerland,Europe,1948,Money Management,Financial,Holcim,inherited,inherited,male,Fourth generation,new
Stephen Bechtel,United States,North America,1926,Constrution,Non-Traded Sectors,Bechtel Corporation,inherited,inherited,male,Fourth generation,new
"Stephen Bechtel, Jr.",United States,North America,1926,Constrution,Non-Traded Sectors,Bechtel Corporation,inherited,inherited,male,Fourth generation,new
Stephen Bisciotti,United States,North America,1961,Other,other,Allegis Group,self-made,founder non-finance,male,Unknown,new
Stephen Case,United States,North America,1952,Technology-Computer,New Sectors,AOL,self-made,executive,male,Unknown,new
Stephen Feinberg,United States,North America,1960,Hedge funds,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Stephen Jarislowsky,Canada,North America,1926,Money Management,Financial,Jarislowsky Fraser Limited,self-made,self-made finance,male,Unknown,new
Stephen Jennings,New Zealand,North America,1961,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Stephen Karp,United States,North America,1941,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Stephen Lansdown,Channel Islands,Europe,1953,Money Management,Financial,Hargreaves Lansdown,self-made,self-made finance,male,Unknown,new
Stephen Mandel,United States,North America,1956,Hedge funds,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
"Stephen Mandel, Jr.",United States,North America,1957,Hedge funds,Financial,Lone Pine Capital,self-made,self-made finance,male,Unknown,new
Stephen Ross,United States,North America,1941,Real Estate,Financial,The Related Companies,self-made,self-made finance,male,Unknown,new
Stephen Saad,South Africa,Sub-Saharan Africa,1965,Technology-Medical,New Sectors,Aspen Pharmacare,self-made,founder non-finance,male,Unknown,new
Stephen Schwarzman,United States,North America,1947,Hedge funds,Financial,Blackstone Group,self-made,self-made finance,male,Unknown,new
Stephen Wynn,United States,North America,1942,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Steve Ballmer,United States,North America,1957,Technology-Computer,New Sectors,Microsoft,self-made,executive,male,Unknown,new
Steve Case,United States,North America,1959,Technology-Computer,New Sectors,AOL,self-made,executive,male,Unknown,new
Steve Cohen,United States,North America,1956,Hedge funds,Financial,SAC Capital Advisors,self-made,self-made finance,male,Unknown,new
Steve Wynn,United States,North America,1942,Real Estate,Financial,Wynn Resorts (formarly Mirage Resorts),self-made,self-made finance,male,Unknown,new
Steven Ballmer,United States,North America,1957,Technology-Computer,New Sectors,Microsoft,self-made,executive,male,Unknown,new
Steven Cohen,United States,North America,1956,Hedge funds,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Steven Jobs,United States,North America,1955,Technology-Computer,New Sectors,Apple,self-made,founder non-finance,male,Unknown,new
Steven Rales,United States,North America,1953,Technology-Medical,New Sectors,Danaher,self-made,founder non-finance,male,Unknown,new
Steven Roth,United States,North America,1942,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Steven Schonfeld,United States,North America,1960,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Steven Spielberg,United States,North America,1947,Media,Non-Traded Sectors,DreamWorks,self-made,founder non-finance,male,Unknown,new
Steven Udvar-Hazy,United States,North America,1946,Other,other,International Lease Finance Corporation,self-made,founder non-finance,male,Unknown,new
Stewart and Lynda Resnick,United States,North America,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,married couple,Unknown,Unknown
Stewart Horejsi,United States,North America,1938,Consumer,Traded Sectors,Berkshire Hathaway,self-made,executive,male,Unknown,new
Stewart Rahr,United States,North America,1946,Technology-Medical,New Sectors,Kinray Inc,self-made,executive,male,Unknown,new
Suat Gunsel,Cyprus,Europe,1953,Real Estate,Financial,Near East University,self-made,self-made finance,male,Unknown,new
Subhash Chandra,India,South Asia,1951,Media,Non-Traded Sectors,Essel Group,self-made,founder non-finance,male,Unknown,new
Sudhir and Samir Mehta,India,South Asia,1955,Money Management,Financial,Unknown,Unknown,Unknown,married couple,Unknown,Unknown
Sudhir Ruparelia,Uganda,Sub-Saharan Africa,1956,Real Estate,Financial,Ruparelia Group,self-made,self-made finance,male,Unknown,new
Suh Kyung-Bae,South Korea,East Asia,1963,Consumer,Traded Sectors,AmorePacific,inherited,inherited,male,inherited from father,new
Suhon Lin,Taiwan,East Asia,1928,Non-consumer industrial,Traded Sectors,Chang Chun Group,self-made,founder non-finance,male,Unknown,new
Sukanto Tanoto,Indonesia,East Asia,1950,Money Management,Financial,Royal Golden Eagle International,self-made,self-made finance,male,Unknown,new
Sulaiman Al Rajhi,Saudi Arabia,Middle East/North Africa,1920,Money Management,Financial,Al Rajhi bank,self-made,self-made finance,male,Unknown,new
Sulaiman Algosaibi,Saudi Arabia,Middle East/North Africa,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Suleiman Kerimov,Russia,Europe,1966,Money Management,Financial,Gazprom,self-made,privatized and resources,male,Unknown,state owned enterprise
Suliman Olayan,Saudi Arabia,Middle East/North Africa,Unknown,Diversified financial,Financial,General Contracting Company,self-made,self-made finance,male,Unknown,new
Sumner Redstone,United States,North America,1924,Media,Non-Traded Sectors,National Amusements,inherited,inherited,male,inherited from father,new
Sun Guangxin,China,East Asia,1962,Money Management,Financial,Xinjiang Guanghui Industry Investment Group,self-made,self-made finance,male,Unknown,new
Sun Hongbin,United States,North America,1963,Real Estate,Financial,Sunac China Holdings,self-made,self-made finance,male,Unknown,new
Sun Piaoyang,China,East Asia,1959,Technology-Medical,New Sectors,Jiangsu Hengrui Medicine,self-made,executive,male,Unknown,new
Sun Weijie,China,East Asia,1964,Non-consumer industrial,Traded Sectors,Yantai Jereh Oilfield Services Group,self-made,founder non-finance,male,Unknown,new
Suna Kirac,Turkey,Middle East/North Africa,1942,Money Management,Financial,Koc Holding,inherited,inherited,female,Third generation,new
Sunil Mittal,India,South Asia,1958,Media,Non-Traded Sectors,Bharti Enterprises,self-made,founder non-finance,male,Unknown,new
Sunny Varkey,India,South Asia,1958,Other,other,GEMS Education,self-made,executive,male,Unknown,new
Surin Upatkoon,Thailand,East Asia,1950,Media,Non-Traded Sectors,InTouch,self-made,executive,male,Unknown,new
Susan Hirt Hagen,United States,North America,1937,Money Management,Financial,Erie Indemnity,inherited,inherited,female,inherited from father,new
Susan Thompson Buffett,United States,North America,1933,Consumer,Traded Sectors,Berkshire Hathaway,inherited,inherited,female,spouse or widow,new
Susanne Klatten,Germany,Europe,1962,Consumer,Traded Sectors,BMW,inherited,inherited,female,inherited from father,new
Suzan Sabanci Dincer,Turkey,Middle East/North Africa,1965,Money Management,Financial,Unknown,Unknown,Unknown,female,Unknown,Unknown
Sydell Miller,United States,North America,Unknown,Consumer,Traded Sectors,Matrix,self-made,founder non-finance,female,Unknown,new
Syed Mokhtar AlBukhary,Malaysia,East Asia,1952,Money Management,Financial,MMC Corp./DRBHicom,self-made,privatized and resources,male,Unknown,privatization
Syed Mokhtar Al-Bukhary,Malaysia,East Asia,1952,Diversified financial,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Sylvia Stroher,Germany,Europe,1955,Consumer,Traded Sectors,Wella AG,inherited,inherited,female,Third generation,new
Sze Man Bok,China,East Asia,1950,Consumer,Traded Sectors,Hengan Internationl Group Company Limited,self-made,founder non-finance,male,Unknown,new
T Boone Pickens,United States,North America,1929,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
T Denny Sanford,United States,North America,1936,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
T.S. Kalyanaraman,India,South Asia,1948,Consumer,Traded Sectors,Kalyan Jewellers,self-made,founder non-finance,male,Unknown,new
T.Y. Tsai,Taiwan,East Asia,Unknown,Money Management,Financial,Cathay Financial,self-made,inherited,male,Unknown,new
Tadahiro Yoshida,Japan,East Asia,1947,Consumer,Traded Sectors,YKK,inherited,inherited,male,inherited from father,new
Tadashi Yanai,Japan,East Asia,1949,"Retail, Restaurant",Non-Traded Sectors,Fast Retailing/Uniqlo,self-made,founder non-finance,male,Unknown,new
Taha Mikati,Lebanon,Middle East/North Africa,1949,Media,Non-Traded Sectors,Investcom,self-made,privatized and resources,male,Unknown,new
Tahir,Indonesia,East Asia,1953,Diversified financial,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Taizo Son,Japan,East Asia,Unknown,"Retail, Restaurant",Non-Traded Sectors,GungHo Online Entertainment,self-made,founder non-finance,male,Unknown,new
Takao Katayama,Japan,East Asia,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Takao Yasuda,Japan,East Asia,1950,"Retail, Restaurant",Non-Traded Sectors,Don Quijote,self-made,executive,male,Unknown,new
Takemitsu Takizaki,Japan,East Asia,1946,Technology-Computer,New Sectors,Keyence,self-made,founder non-finance,male,Unknown,new
Tamara Gustavson,United States,North America,1962,"Retail, Restaurant",Non-Traded Sectors,Public Storage,inherited,inherited,female,inherited from father,new
Tamir Sapir,United States,North America,1948,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Tan Yu,Philippines,East Asia,Unknown,Real Estate,Financial,Asiaworld Internationale Group,self-made,self-made finance,male,Unknown,new
Tang Xiuguo,China,East Asia,1964,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Tang Yiu,Hong Kong,East Asia,1934,"Retail, Restaurant",Non-Traded Sectors,Belle Holdings,self-made,founder non-finance,male,Unknown,new
Ted Lerner,United States,North America,1926,Real Estate,Financial,Lerner Enterprises,self-made,self-made finance,male,Unknown,new
Ted Turner,United States,North America,1939,Media,Non-Traded Sectors,CNN,self-made,founder non-finance,male,Unknown,aquired
Teddy Sagi,Israel,Middle East/North Africa,1972,Technology-Computer,New Sectors,Playtech,self-made,founder non-finance,male,Unknown,new
Teh Hong Piow,Malaysia,East Asia,1931,Money Management,Financial,Public Bank,self-made,self-made finance,male,Unknown,new
Terence Matthews,Canada,North America,1944,Technology-Computer,New Sectors,Mitel,self-made,founder non-finance,male,Unknown,new
Teresa Heinz Kerry,United States,North America,1939,Consumer,Traded Sectors,Unknown,Unknown,Unknown,female,Unknown,Unknown
Teresa Matilde Solari Falabella,Chile,Latin America,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,female,Unknown,Unknown
Terrence Pegula,United States,North America,1951,Energy,Resource Related,East Resources,self-made,privatized and resources,male,Unknown,new
Terry Gou,Taiwan,East Asia,1951,Technology-Computer,New Sectors,Foxconn,self-made,founder non-finance,male,Unknown,new
Tetsuro Funai,Japan,East Asia,1927,Technology-Computer,New Sectors,Funai Electric,self-made,founder non-finance,male,Unknown,new
Thaksin Shinawatra,Thailand,East Asia,1950,Real Estate,Financial,Advanced Info Service,self-made,privatized and resources,male,Unknown,new
Theo Albrecht,Germany,Europe,1923,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Theo and Karl Albrecht,Germany,Europe,Unknown,"Retail, Restaurant",Non-Traded Sectors,Aldi Nord,inherited,inherited,male,inherited from father,new
Theo Mueller,Germany,Europe,1940,Consumer,Traded Sectors,Muller,self-made,executive,male,Unknown,new
Theodore Forstmann,United States,North America,1940,Private equity/leveraged buyout,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Theodore Lerner,United States,North America,1926,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Theodore Rachmat,Indonesia,East Asia,1944,Mining and metals,Resource Related,Triputra Group,self-made,self-made finance,male,Unknown,new
Theodore Waitt,United States,North America,1963,Technology-Computer,New Sectors,Gateway,self-made,founder non-finance,male,Unknown,new
Thomas and Raymond Kwok,Hong Kong,East Asia,Unknown,Real Estate,Financial,Sun Hung Kai Properties,inherited,inherited,male,inherited from father,new
Thomas Bailey,United States,North America,1937,Money Management,Financial,Janus Capital Group,self-made,self-made finance,male,Unknown,new
Thomas Barrack,United States,North America,1948,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Thomas Bruch,Germany,Europe,1951,"Retail, Restaurant",Non-Traded Sectors,Globus & Co.,inherited,inherited,male,Fifth generation or longer,new
Thomas Flatley,United States,North America,1933,Real Estate,Financial,The Flatley Co,self-made,self-made finance,male,Unknown,new
Thomas Friedkin,United States,North America,1936,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Thomas Frist,United States,North America,1939,Technology-Medical,New Sectors,Hostpital Corporation of America,self-made,founder non-finance,male,Unknown,new
Thomas Haffa,Germany,Europe,Unknown,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Thomas Hicks,United States,North America,1946,Private equity/leveraged buyout,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Thomas Hunter,United Kingdom,Europe,1962,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Thomas Kaplan,United States,North America,1963,Money Management,Financial,Apex Silver Mines,self-made,self-made finance,male,Unknown,new
Thomas Lee,United States,North America,1945,Private equity/leveraged buyout,Financial,Thomas H. Lee Partners,self-made,self-made finance,male,Unknown,new
Thomas Marsico,United States,North America,1955,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Thomas Meyer,Switzerland,Europe,Unknown,Consumer,Traded Sectors,Desigual,self-made,founder non-finance,male,Unknown,new
Thomas Peterffy,United States,North America,1945,Other,other,Interactive Brokers,self-made,self-made finance,male,Unknown,new
Thomas Pritzker,United States,North America,1951,Real Estate,Financial,Hyatt,inherited,inherited,male,inherited from father,aquired
Thomas Sandell,Sweden,Europe,1961,Hedge funds,Financial,Sandell Asset Management Corp,self-made,self-made finance,male,Unknown,new
Thomas Schmidheiny,Switzerland,Europe,1946,Constrution,Non-Traded Sectors,Holcim,inherited,inherited,male,Fourth generation,new
Thomas Secunda,United States,North America,1955,Media,Non-Traded Sectors,Bloomberg,self-made,founder non-finance,male,Unknown, new
Thomas Siebel,United States,North America,1953,Technology-Computer,New Sectors,Siebel Systems,self-made,founder non-finance,male,Unknown,new
Thomas Steyer,United States,North America,1958,Hedge funds,Financial,Farallon Capital Management,self-made,self-made finance,male,Unknown,new
Thomas Straumann,Switzerland,Europe,1964,Technology-Medical,New Sectors,Straumann Group,inherited,inherited,male,Third generation,new
Thomas Struengmann,Germany,Europe,1950,Technology-Medical,New Sectors,Hexal AG,self-made,founder non-finance,male,Unknown,new
Thomas Strungmann,Germany,Europe,1950,Technology-Medical,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Thongma Vijitpongpun,Thailand,East Asia,1959,Real Estate,Financial,Pruksa Real Estate,self-made,self-made finance,male,Unknown,new
Tian Ming,China,East Asia,1954,Non-consumer industrial,Traded Sectors,Hefei Meiya Optoelectronic Technology,self-made,executive,male,Unknown,new
Tilman Fertitta,United States,North America,1958,"Retail, Restaurant",Non-Traded Sectors,Landry's Restaurant,self-made,founder non-finance,male,Unknown,aquired
Timothy Blixseth,United States,North America,1951,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Timothy Boyle,United States,North America,1950,"Retail, Restaurant",Non-Traded Sectors,Columbia Sportswear,inherited,inherited,male,Third generation,new
Timothy Headington,United States,North America,1951,Energy,Resource Related,Headington Oil,self-made,privatized and resources,male,Unknown,new
Timur Kulibaev,Kazakhstan,South Asia,1967,Money Management,Financial,Halyk Bank,self-made,privatized and resources,male,Unknown,privatization
Tiong Hiew King,Malaysia,East Asia,1936,Mining and metals,Resource Related,Rimbunan Hijau Group,self-made,privatized and resources,male,Unknown,new
Todd Wagner,United States,North America,1961,Media,Non-Traded Sectors,Broadcast.com,self-made,founder non-finance,male,Unknown,new
Toichi Takenaka,Japan,East Asia,1943,Constrution,Non-Traded Sectors,Takenaka Corporation,inherited,inherited,male,Fifth generation or longer,new
Tom & Judy Love,United States,North America,1938,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,married couple,Unknown,Unknown
Tom and Judy Love,United States,North America,1938,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,married couple,Unknown,Unknown
Tom Benson,United States,North America,1928,Other,other,Benson Financial,self-made,founder non-finance,male,Unknown,new
Tom Golisano,United States,North America,1942,Other,other,Paychex,self-made,founder non-finance,male,Unknown,new
Tom Gores,United States,North America,1965,Private equity/leveraged buyout,Financial,Platinum Equity,self-made,self-made finance,male,Unknown,new
Tom Ward,United States,North America,1959,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Tong Jinquan,China,East Asia,1955,Real Estate,Financial,Summit,self-made,self-made finance,male,Unknown,new
Tony Tan Caktiong,Philippines,East Asia,1953,"Retail, Restaurant",Non-Traded Sectors,Jollibee,self-made,founder non-finance,male,Unknown,new
Tor Peterson,United States,North America,1965,Mining and metals,Resource Related,Glencore Xstrata,self-made,privatized and resources,male,Unknown,new
Torbjorn Tornqvist,Sweden,Europe,1954,Energy,Resource Related,Gunvor Group,self-made,privatized and resources,male,Unknown,new
Tory Burch,United States,North America,1967,Consumer,Traded Sectors,Tory Burch LLC,self-made,founder non-finance,female,Unknown,new
Tracy Krohn,United States,North America,1955,Energy,Resource Related,Unknown,Unknown,Unknown,female,Unknown,Unknown
Trevor Rees-Jones,United States,North America,1951,Energy,Resource Related,Chief Oil and Gas ,self-made,privatized and resources,male,Unknown,new
Tsai Cheng-da,Taiwan,East Asia,Unknown,Money Management,Financial,Cathay Life Insurance,inherited,inherited,male,inherited from father,new
Tsai Eng-Meng,Taiwan,East Asia,1957,Consumer,Traded Sectors,Want Want China,inherited,inherited,male,inherited from father,new
Tsai Hong-tu,Taiwan,East Asia,1953,Money Management,Financial,Cathay Life Insurance,inherited,inherited,male,inherited from father,new
Tsai Ming-kai,Taiwan,East Asia,1951,Technology-Computer,New Sectors,MediaTek,self-made,executive,male,Unknown,new
Tsai Wan-lin,Taiwan,East Asia,1925,Hedge funds,Financial,Lin Yuan Group,self-made,self-made finance,male,Unknown,new
Tsai Wan-tsai,Taiwan,East Asia,1930,Money Management,Financial,Fubon Financial holding Company,self-made,self-made finance,male,Unknown,new
Tseng Shin-Yi,Taiwan,East Asia,1928,Non-consumer industrial,Traded Sectors,Chang Chun Group,self-made,founder non-finance,male,Unknown,new
Tu Jianhua,China,East Asia,1964,Consumer,Traded Sectors,Lancing Motor,self-made,executive,male,Unknown,new
Tulsi Tanti,India,South Asia,1958,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Tuncay Ozilhan,Turkey,Middle East/North Africa,1947,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Turgay Ciner,Turkey,Middle East/North Africa,1956,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Ty Warner,United States,North America,1944,Consumer,Traded Sectors,Ty Inc.,self-made,founder non-finance,male,Unknown,new
Uday Kotak,India,South Asia,1959,Money Management,Financial,Kotak Mahindra Bank,self-made,self-made finance,male,Unknown,new
Umberto Agnelli,Italy,Europe,1935,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Ural Rakhimov,Russia,Europe,1962,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Vadim Moshkovich,Russia,Europe,1968,Consumer,Traded Sectors,Rusagro,self-made,privatized and resources,male,Unknown,new
Vadim Novinsky,Russia,Europe,1964,Energy,Resource Related,Smart-Holding,self-made,privatized and resources,male,Unknown,new
Vadim Yakunin,Russia,Europe,1963,Technology-Medical,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Vagit Alekperov,Russia,Europe,1951,Energy,Resource Related,Lukoil,self-made,privatized and resources,male,Unknown,new
Valentin Bukhtoyarov,Russia,Europe,1955,Mining and metals,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Valentin Gapontsev,Russia,Europe,1939,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Valery Kogan,Russia,Europe,1951,Real Estate,Financial,East Line Group,self-made,self-made finance,male,Unknown,new
Vanich Chaiyawan,Thailand,East Asia,1932,Hedge funds,Financial,Thai Life,self-made,self-made finance,male,Unknown,new
Vasily Anisimov,Russia,Europe,1952,Mining and metals,Resource Related,Metalloinvest/Coalco,self-made,privatized and resources,male,Unknown,new
Vasily Shakhnovsky,Russia,Europe,1958,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Venugopal Dhoot,India,South Asia,1952,Technology-Computer,New Sectors,Videocon Electronics,inherited,inherited,male,inherited from father,new
Vichai Srivaddhanaprabha,Thailand,East Asia,1958,"Retail, Restaurant",Non-Traded Sectors,King Power Duty Free,self-made,founder non-finance,male,Unknown,new
Victor and William Fung,Hong Kong,East Asia,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Victor Civita Neto,Brazil,Latin America,Unknown,Media,Non-Traded Sectors,Grupo Abril,inherited,inherited,male,Third generation,new
Victor Fung,Hong Kong,East Asia,1945,"Retail, Restaurant",Non-Traded Sectors,Li & Fung Group,inherited,inherited,male,Third generation,new
Victor Gradin,Brazil,Latin America,1933,Constrution,Non-Traded Sectors,Odebrecht,self-made,executive,male,Unknown,new
Victor Pinchuk,Ukraine,Europe,1961,Energy,Resource Related,Interpipe,self-made,privatized and resources,male,Unknown,new
Vijay Mallya,India,South Asia,1956,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Vikas Oberoi,India,South Asia,1971,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Vikram Lal,India,South Asia,1943,Consumer,Traded Sectors,Eicher Motors,inherited,inherited,male,inherited from father,new
Viktor Chernomyrdin,Russia,Europe,Unknown,Energy,Resource Related,Gazprom,self-made,privatized and resources,male,Unknown,state owned enterprise
Viktor Kharitonin,Russia,Europe,1973,Technology-Medical,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Viktor Nusenkis,Russia,Europe,1954,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Viktor Rashnikov,Russia,Europe,1949,Energy,Resource Related,Magnitogorsk Metallurgical Enterprise,self-made,privatized and resources,male,Unknown,privatization
Viktor Vekselberg,Russia,Europe,1958,Energy,Resource Related,Renova Group,self-made,privatized and resources,male,Unknown,new
Vinay Rai,India,South Asia,Unknown,Diversified financial,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Vincent Bollore,France,Europe,1953,Money Management,Financial,Bollore,inherited,inherited,male,Third generation,new
Vincent Lo,Hong Kong,East Asia,1949,Real Estate,Financial,Shui On Group,self-made,self-made finance,male,Unknown,new
Vincent McMahon,United States,North America,1946,wrestling promotion,other,World Wrestling Entertainment (WWE),inherited,inherited,male,inherited from father,new
Vincent Smith,United States,North America,Unknown,Technology-Computer,New Sectors,Patrol Software North America,self-made,founder non-finance,male,Unknown,new
Vincent Tan,Malaysia,East Asia,1952,Money Management,Financial,Berjaya Corporation Berhad,self-made,privatized and resources,male,Unknown,privatization
Vinod Goenka,India,South Asia,1959,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Vinod Khosla,United States,North America,1955,Venture Capital,Financial,Sun Microsystems,self-made,self-made finance,male,Unknown,new
Vinod Tanti,India,South Asia,1963,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Virendra Mhaiskar,India,South Asia,1972,Other,other,Unknown,Unknown,Unknown,male,Unknown,Unknown
Viscount Rothermere,United Kingdom,Europe,Unknown,Media,Non-Traded Sectors,Associated Newspapers,inherited,inherited,male,Fourth generation,new
Vitaliy Hayduk,Ukraine,Europe,1958,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Vitaly Malkin,Russia,Europe,1953,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
